Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,796881.9375,779057.1875,794186.8125,781836.0,2300637399993,781836.0
2020-01-01,806101.1875,779471.375,781976.5625,782687.75,2018162047811,782687.75
2020-01-02,783654.75,752861.6875,782946.125,758402.0,2258450998706,758402.0
2020-01-03,800271.625,748250.9375,758288.9375,793945.0,3038709516359,793945.0
2020-01-04,802863.0,790121.625,793998.0625,801054.625,1993732830414,801054.625
2020-01-05,815522.125,797711.875,801032.5,800266.625,2129893775655,800266.625
2020-01-06,843592.0,799982.625,800173.1875,842322.6875,2523564275193,842322.6875
2020-01-07,881914.5,842215.25,842264.4375,882145.125,3108510794830,882145.125
2020-01-08,912748.9375,868736.5,881955.3125,880999.9375,3453465008246,880999.9375
2020-01-09,881265.25,858782.4375,881265.25,862813.5,2633204277922,862813.5
2020-01-10,894013.0,847204.1875,862729.8125,894013.0,3143457009060,894013.0
2020-01-11,899684.25,879137.4375,893535.375,880001.8125,2794223041120,880001.8125
2020-01-12,897537.9375,876883.8125,879533.75,897627.0,2509461033133,897627.0
2020-01-13,898004.1875,887227.3125,897328.75,895726.125,2472746716087,895726.125
2020-01-14,975341.8125,895367.4375,895367.4375,969790.9375,4926179800096,969790.9375
2020-01-15,976303.8125,951520.125,969525.0,967712.0625,4406489445630,967712.0625
2020-01-16,972437.75,946695.375,968313.25,961298.75,3450576688972,961298.75
2020-01-17,987007.125,956455.75,961455.6875,983390.625,4005809191918,983390.625
2020-01-18,992549.4375,972189.4375,983189.625,984907.3125,3561488250480,984907.3125
2020-01-19,1009307.875,949363.875,984757.1875,959352.0625,3770449314394,959352.0625
2020-01-20,963528.0,943231.5625,959174.25,953901.75,2911225482109,953901.75
2020-01-21,961352.875,938167.0,954050.3125,961286.0625,2648615544593,961286.0625
2020-01-22,967441.8125,949302.9375,961101.0,952480.9375,2479733938787,952480.9375
2020-01-23,952906.125,911500.0,952456.1875,920992.6875,2823358474071,920992.6875
2020-01-24,930161.375,905756.625,920888.8125,922874.75,2666081697754,922874.75
2020-01-25,924297.375,906569.25,922294.0,914396.5,2146961955168,914396.5
2020-01-26,937613.0,909768.6875,914020.8125,935380.5,2413048677736,935380.5
2020-01-27,977710.375,935432.625,935432.625,970631.25,3120826720882,970631.25
2020-01-28,1019892.125,970491.1875,970925.9375,1021403.5625,3754304763168,1021403.5625
2020-01-29,1026037.125,1011266.5,1021281.3125,1015209.625,3343405356914,1015209.625
2020-01-30,1040261.25,1005826.25,1015142.875,1035378.8125,3525537697970,1035378.8125
2020-01-31,1037880.25,1004918.4375,1035304.6875,1013550.4375,3190334017609,1013550.4375
2020-02-01,1023175.25,1009508.3125,1013098.1875,1018140.5,2809885729538,1018140.5
2020-02-02,1026370.0625,999165.8125,1017809.375,1012761.0,3342038841693,1012761.0
2020-02-03,1035776.4375,1004535.6875,1012795.5,1009508.75,3360216233262,1009508.75
2020-02-04,1013686.875,994006.3125,1009434.9375,1004819.6875,3271689384991,1004819.6875
2020-02-05,1065581.125,1002930.0625,1005088.125,1055703.0,3867928225959,1055703.0
2020-02-06,1079878.0,1047975.4375,1056185.875,1069996.125,4138079372819,1069996.125
2020-02-07,1080183.875,1069578.25,1069578.25,1075104.75,3788867986238,1075104.75
2020-02-08,1083973.125,1062260.25,1074789.375,1082696.75,3860131464857,1082696.75
2020-02-09,1111705.375,1081080.5,1082562.375,1109126.375,3925743723247,1109126.375
2020-02-10,1116470.375,1074105.375,1109004.25,1081984.25,4323557123769,1081984.25
2020-02-11,1121982.625,1069156.625,1081905.25,1121379.875,4135658147877,1121379.875
2020-02-12,1142187.625,1120737.375,1120737.375,1134205.25,4771886129271,1134205.25
2020-02-13,1148032.875,1110048.125,1133975.25,1121123.125,5417287844643,1121123.125
2020-02-14,1133125.5,1111788.625,1120812.625,1132182.75,4758173029694,1132182.75
2020-02-15,1135414.875,1084128.25,1132373.875,1085774.75,4816010167478,1085774.75
