Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,14529.7431640625,13995.236328125,14438.2470703125,14086.7509765625,971302976765,14086.7509765625
2020-01-01,14760.6650390625,14041.91015625,14088.90234375,14218.701171875,862591277844,14218.701171875
2020-01-02,14220.6611328125,13781.6533203125,14220.6611328125,13832.732421875,872099194868,13832.732421875
2020-01-03,14544.611328125,13687.10546875,13832.849609375,14503.2861328125,1132494216682,14503.2861328125
2020-01-04,14706.61328125,14381.013671875,14502.94140625,14600.318359375,803243352405,14600.318359375
2020-01-05,15069.541015625,14597.751953125,14600.61328125,14715.0302734375,812722877968,14715.0302734375
2020-01-06,15645.873046875,14700.1787109375,14718.13671875,15645.1591796875,985925306956,15645.1591796875
2020-01-07,15741.1748046875,15257.830078125,15646.0087890625,15510.9521484375,1000387965187,15510.9521484375
2020-01-08,15831.3134765625,15099.7275390625,15504.8818359375,15402.29296875,1023546882884,15402.29296875
2020-01-09,15441.607421875,14914.875,15391.1318359375,15219.1953125,842911006873,15219.1953125
2020-01-10,15789.4697265625,14855.271484375,15217.8642578125,15760.0732421875,994537456088,15760.0732421875
2020-01-11,16035.6298828125,15567.859375,15699.3525390625,15648.58984375,1021750855810,15648.58984375
2020-01-12,15996.3955078125,15624.560546875,15660.1328125,15982.96875,934405723350,15982.96875
2020-01-13,16080.4658203125,15692.5517578125,16020.9013671875,15862.529296875,921499067433,15862.529296875
2020-01-14,18459.810546875,15854.5712890625,15865.2197265625,18231.341796875,1835963640188,18231.341796875
2020-01-15,18734.103515625,17706.4296875,18207.091796875,18265.38671875,1667281709577,18265.38671875
2020-01-16,18360.056640625,17557.361328125,18276.609375,18114.712890625,1513519965325,18114.712890625
2020-01-17,19060.28515625,17942.013671875,18125.552734375,18808.6796875,1651689711152,18808.6796875
2020-01-18,19662.08984375,18369.140625,18805.12890625,19313.72265625,1644228179970,19313.72265625
2020-01-19,19520.990234375,18026.38671875,19324.94921875,18398.615234375,1511093837342,18398.615234375
2020-01-20,18631.89453125,17887.484375,18391.375,18413.388671875,1227907721002,18413.388671875
2020-01-21,18669.12890625,18206.58984375,18406.7734375,18651.896484375,1075977323143,18651.896484375
2020-01-22,18815.5703125,18339.578125,18642.154296875,18465.529296875,1010518437450,18465.529296875
2020-01-23,18467.826171875,17552.83203125,18465.69921875,17849.96484375,1139049743948,17849.96484375
2020-01-24,17952.15234375,17178.595703125,17846.767578125,17817.416015625,1164616907819,17817.416015625
2020-01-25,17836.654296875,17334.5625,17819.17578125,17624.30078125,902278870526,17624.30078125
2020-01-26,18311.201171875,17514.71875,17612.595703125,18287.677734375,1007739496465,18287.677734375
2020-01-27,18836.234375,18187.296875,18280.251953125,18621.125,1198822129022,18621.125
2020-01-28,19227.4609375,18600.30078125,18616.111328125,19249.189453125,1284900414104,19249.189453125
2020-01-29,19516.41796875,19074.794921875,19246.740234375,19074.794921875,1168705337327,19074.794921875
2020-01-30,20288.796875,18779.626953125,19060.341796875,20109.8671875,1372461913293,20109.8671875
2020-01-31,20198.130859375,19195.4609375,20114.921875,19528.45703125,1271323092881,19528.45703125
2020-02-01,19927.93359375,19483.474609375,19523.427734375,19909.333984375,1254097048770,19909.333984375
2020-02-02,20928.9453125,19529.951171875,19894.001953125,20442.74609375,1523246732500,20442.74609375
2020-02-03,20998.83203125,20377.28515625,20441.6484375,20624.091796875,1346176073097,20624.091796875
2020-02-04,20751.109375,20234.046875,20623.73046875,20712.720703125,1282071424258,20712.720703125
2020-02-05,22715.14453125,20660.11328125,20718.029296875,22427.646484375,1632455115189,22427.646484375
2020-02-06,23571.234375,22183.90625,22416.60546875,23351.140625,1806338522977,23351.140625
2020-02-07,24507.791015625,23347.3046875,23348.58984375,24444.18359375,1829910270950,24444.18359375
2020-02-08,24868.041015625,23638.642578125,24420.576171875,24490.328125,1837346882093,24490.328125
2020-02-09,25227.599609375,24472.298828125,24472.298828125,25059.869140625,1647940194502,25059.869140625
2020-02-10,25130.392578125,23939.935546875,25056.640625,24536.630859375,1779412037920,24536.630859375
2020-02-11,25971.21875,24022.6875,24521.5078125,25908.373046875,1863580333938,25908.373046875
2020-02-12,29982.123046875,25913.32421875,25913.537109375,29151.98828125,2696007770418,29151.98828125
2020-02-13,30039.5078125,28416.486328125,29113.166015625,29426.38671875,2831934548350,29426.38671875
2020-02-14,31296.771484375,28851.140625,29418.046875,31204.666015625,2586495985056,31204.666015625
2020-02-15,31523.7421875,29015.662109375,31242.412109375,29064.94921875,2600132037926,29064.94921875
2020-02-16,29960.171875,26622.7265625,29084.212890625,28531.84765625,2761285498881,28531.84765625
2020-02-17,29312.470703125,26836.08203125,28531.390625,29254.640625,2858219139458,29254.640625
2020-02-18,31119.291015625,28704.42578125,29270.60546875,30993.01171875,2914297990125,30993.01171875
2020-02-19,31517.083984375,28889.6484375,31003.091796875,28889.6484375,2522291073910,28889.6484375
2020-02-20,29313.83203125,28102.76953125,28895.8671875,28888.748046875,2601597568362,28888.748046875
2020-02-21,29828.017578125,28667.98828125,28882.21484375,29637.0546875,2328511223454,29637.0546875
2020-02-22,29724.826171875,28890.83203125,29631.58203125,29272.294921875,1886460346003,29272.294921875
2020-02-23,30541.3828125,29230.873046875,29266.345703125,30541.3828125,2185111957670,30541.3828125
2020-02-24,30760.060546875,28659.30859375,30535.908203125,29397.8203125,2483013801292,29397.8203125
2020-02-25,29417.736328125,27189.9140625,29405.2421875,27329.291015625,2412800192380,27329.291015625
2020-02-26,27538.109375,24425.7578125,27320.755859375,24905.826171875,2895333855132,24905.826171875
2020-02-27,26136.306640625,23467.39453125,24906.57421875,24867.630859375,2812497667427,24867.630859375
2020-02-28,25619.8828125,23522.45703125,24893.31640625,24509.416015625,2438779935601,24509.416015625
2020-02-29,25103.46484375,23762.333984375,24517.30078125,23762.333984375,1965126011184,23762.333984375
2020-03-01,24500.486328125,23144.294921875,23751.974609375,23527.98828125,1953386887343,23527.98828125
2020-03-02,25127.8203125,23346.796875,23500.162109375,25020.509765625,2203481164518,25020.509765625
2020-03-03,25081.865234375,23796.681640625,25015.5390625,24026.50390625,2124925408956,24026.50390625
2020-03-04,24467.96484375,23870.310546875,24035.677734375,24171.689453125,1783617529553,24171.689453125
2020-03-05,25060.708984375,24185.029296875,24185.029296875,24361.80859375,1934051063814,24361.80859375
2020-03-06,25658.505859375,24297.380859375,24351.20703125,25655.37890625,2041131418266,25655.37890625
2020-03-07,26326.484375,25017.71484375,25679.072265625,25049.498046875,2046444433262,25049.498046875
2020-03-08,25041.873046875,20850.44140625,25041.873046875,20862.154296875,2222696695847,20862.154296875
2020-03-09,21243.41015625,19672.9765625,20927.5859375,20847.2109375,2440468331865,20847.2109375
2020-03-10,21469.494140625,20557.298828125,20937.791015625,21080.16015625,1926180967720,21080.16015625
2020-03-11,21263.724609375,19320.16796875,21080.2421875,20369.119140625,1775377667170,20369.119140625
2020-03-12,20415.94140625,11625.4306640625,20355.572265625,11754.4296875,2315869480368,11754.4296875
2020-03-13,14428.642578125,10007.6416015625,11790.3037109375,14377.1298828125,3007566576446,14377.1298828125
2020-03-14,14515.5634765625,13212.7998046875,14418.216796875,13309.029296875,1375175887834,13309.029296875
2020-03-15,14131.2763671875,13152.267578125,13302.5576171875,13364.8193359375,1357596496792,13364.8193359375
2020-03-16,13341.5302734375,11144.681640625,13341.5302734375,11744.38671875,1697313934607,11744.38671875
2020-03-17,12699.322265625,11723.24609375,11723.24609375,12236.767578125,1298123962520,12236.767578125
2020-03-18,12439.388671875,12037.79296875,12227.6279296875,12444.7685546875,1258957131796,12444.7685546875
2020-03-19,15578.3759765625,12432.912109375,12444.5029296875,15206.265625,1825363092842,15206.265625
2020-03-20,16574.59375,13636.7529296875,15212.435546875,14733.693359375,2104584159069,14733.693359375
