Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,21.2044677734375,20.640764236450195,21.178234100341797,20.964672088623047,121375133955,20.964672088623047
2020-01-01,21.134675979614258,20.870128631591797,20.96661949157715,20.9437198638916,113175430676,20.9437198638916
2020-01-02,20.970661163330078,20.294105529785156,20.948163986206055,20.41551399230957,117834976292,20.41551399230957
2020-01-03,20.985286712646484,20.10865592956543,20.405250549316406,20.91866111755371,137282445879,20.91866111755371
2020-01-04,21.041051864624023,20.7364501953125,20.918685913085938,21.008831024169922,108022712146,21.008831024169922
2020-01-05,21.534961700439453,20.957862854003906,21.010066986083984,21.113910675048828,126126766735,21.113910675048828
2020-01-06,24.272945404052734,21.076461791992188,21.11374282836914,24.015653610229492,249543321414,24.015653610229492
2020-01-07,24.21422576904297,22.70362663269043,24.022850036621094,23.11528205871582,241799246429,23.11528205871582
2020-01-08,23.365514755249023,22.387971878051758,23.106327056884766,22.7914981842041,194317070762,22.7914981842041
2020-01-09,22.840362548828125,22.184598922729492,22.800640106201172,22.437868118286133,146863220289,22.437868118286133
2020-01-10,23.252286911010742,22.12865447998047,22.43890953063965,23.241653442382812,185407675991,23.241653442382812
2020-01-11,23.974319458007812,22.995132446289062,23.218774795532227,23.194814682006836,181289615660,23.194814682006836
2020-01-12,23.689666748046875,23.15995979309082,23.2276611328125,23.62630271911621,163926303639,23.62630271911621
2020-01-13,23.627744674682617,23.14554786682129,23.625232696533203,23.384349822998047,145336731240,23.384349822998047
2020-01-14,26.620174407958984,23.372682571411133,23.37453842163086,25.781999588012695,290005202927,25.781999588012695
2020-01-15,26.483623504638672,25.049041748046875,25.76185417175293,25.590425491333008,284619123691,25.590425491333008
2020-01-16,25.6656436920166,24.626306533813477,25.58891487121582,25.18718147277832,227763373396,25.18718147277832
2020-01-17,26.77804183959961,24.975313186645508,25.203805923461914,26.297353744506836,266308756684,26.297353744506836
2020-01-18,27.664194107055664,25.67750358581543,26.308847427368164,26.79405403137207,263347773554,26.79405403137207
2020-01-19,27.486019134521484,25.251325607299805,26.803016662597656,25.959436416625977,243711894176,25.959436416625977
2020-01-20,25.97599983215332,24.900188446044922,25.937297821044922,25.704669952392578,189899706772,25.704669952392578
2020-01-21,26.42799186706543,25.42435073852539,25.70945167541504,26.06755256652832,187033485486,26.06755256652832
2020-01-22,26.26317024230957,25.752771377563477,26.078250885009766,25.900434494018555,166464447519,25.900434494018555
2020-01-23,25.925922393798828,24.421804428100586,25.91336441040039,24.771278381347656,175323517498,24.771278381347656
2020-01-24,24.78755760192871,23.598739624023438,24.78190040588379,24.37283706665039,186461092439,24.37283706665039
2020-01-25,24.38473892211914,23.793262481689453,24.373626708984375,24.08717155456543,150054182399,24.08717155456543
2020-01-26,25.182340621948242,23.9669189453125,24.0782413482666,25.099864959716797,172343738662,25.099864959716797
2020-01-27,25.57176971435547,24.734294891357422,25.08315086364746,25.189207077026367,187658496263,25.189207077026367
2020-01-28,26.15188217163086,25.159284591674805,25.187480926513672,26.028766632080078,224033315129,26.028766632080078
2020-01-29,26.32845115661621,25.692331314086914,26.05088233947754,25.686878204345703,205214712220,25.686878204345703
2020-01-30,26.784591674804688,25.275249481201172,25.673524856567383,26.528724670410156,231380767208,26.528724670410156
2020-01-31,26.61109161376953,25.573139190673828,26.526113510131836,25.93162727355957,205101803295,25.93162727355957
2020-02-01,26.297870635986328,25.774269104003906,25.927080154418945,26.17254066467285,172613733186,26.17254066467285
2020-02-02,28.10239028930664,25.689870834350586,26.158002853393555,27.17509651184082,268476304976,27.17509651184082
2020-02-03,27.814102172851562,26.925453186035156,27.15724754333496,27.658876419067383,234283927811,27.658876419067383
2020-02-04,29.470537185668945,27.136808395385742,27.65129280090332,29.20109748840332,317497581168,29.20109748840332
2020-02-05,30.75749969482422,29.18840789794922,29.18840789794922,30.470279693603516,365954400628,30.470279693603516
2020-02-06,31.446077346801758,30.04976463317871,30.478382110595703,31.035362243652344,338617241305,31.035362243652344
2020-02-07,31.479843139648438,30.493547439575195,31.034400939941406,30.651437759399414,260407261161,30.651437759399414
2020-02-08,30.783153533935547,29.36667823791504,30.6068172454834,30.42741584777832,261313992235,30.42741584777832
2020-02-09,31.524038314819336,30.33976936340332,30.41139793395996,30.966798782348633,256937044101,30.966798782348633
2020-02-10,31.058246612548828,29.662561416625977,30.96990966796875,30.08648109436035,263833600190,30.08648109436035
2020-02-11,30.824064254760742,29.431835174560547,30.066844940185547,30.773595809936523,261848119406,30.773595809936523
2020-02-12,33.84920120239258,30.749231338500977,30.788043975830078,33.43422317504883,449521297050,33.43422317504883
2020-02-13,36.88642501831055,33.362117767333984,33.41255187988281,35.85904312133789,710557483127,35.85904312133789
2020-02-14,37.047489166259766,34.527381896972656,35.821407318115234,36.7606201171875,491525870316,36.7606201171875
2020-02-15,37.76519775390625,33.17721939086914,36.79320526123047,33.62214279174805,470175408371,33.62214279174805
2020-02-16,34.93426513671875,30.52597427368164,33.735130310058594,32.38949966430664,441911114255,32.38949966430664
2020-02-17,32.400352478027344,29.818984985351562,32.34501647949219,31.474124908447266,405279360916,31.474124908447266
2020-02-18,32.96949768066406,30.591665267944336,31.52229881286621,32.74831771850586,408849471481,32.74831771850586
2020-02-19,33.85431671142578,30.8735294342041,32.74515151977539,30.8735294342041,344377457559,30.8735294342041
2020-02-20,31.301179885864258,29.923662185668945,30.821943283081055,30.506637573242188,351439399713,30.506637573242188
2020-02-21,31.05621337890625,30.364866256713867,30.4958553314209,30.67894172668457,293077642852,30.67894172668457
2020-02-22,30.90552520751953,30.385173797607422,30.724437713623047,30.78643226623535,244445534735,30.78643226623535
2020-02-23,31.563838958740234,30.75425148010254,30.79071807861328,31.540634155273438,258141266708,31.540634155273438
2020-02-24,31.61782455444336,29.506977081298828,31.52712631225586,29.99753189086914,274019093269,29.99753189086914
2020-02-25,30.015424728393555,27.90509033203125,29.987991333007812,27.946212768554688,285635847202,27.946212768554688
2020-02-26,28.141145706176758,25.302181243896484,27.941762924194336,25.476490020751953,361291296176,25.476490020751953
2020-02-27,27.123626708984375,24.958066940307617,25.50306510925293,26.004112243652344,304403028853,26.004112243652344
2020-02-28,26.608247756958008,25.095651626586914,26.003528594970703,25.540090560913086,266808198194,25.540090560913086
2020-02-29,26.152502059936523,24.98853874206543,25.564334869384766,24.98853874206543,222800948236,24.98853874206543
2020-03-01,25.48841667175293,24.251750946044922,24.978967666625977,24.5891170501709,224225839531,24.5891170501709
2020-03-02,26.033327102661133,24.425870895385742,24.598649978637695,25.90790367126465,267607099731,25.90790367126465
2020-03-03,25.884382247924805,24.897626876831055,25.899442672729492,25.08621597290039,270180206494,25.08621597290039
2020-03-04,25.570987701416016,24.870399475097656,25.103837966918945,25.249610900878906,245556040434,25.249610900878906
2020-03-05,25.809507369995117,25.252256393432617,25.252256393432617,25.45772361755371,244352633070,25.45772361755371
2020-03-06,25.889616012573242,25.398813247680664,25.447948455810547,25.714696884155273,255287843920,25.714696884155273
2020-03-07,25.772254943847656,24.96218490600586,25.702274322509766,24.967100143432617,222153669995,24.967100143432617
2020-03-08,24.971229553222656,21.493896484375,24.971229553222656,21.50824737548828,273109852344,21.50824737548828
2020-03-09,21.651777267456055,20.53977394104004,21.48528289794922,21.589773178100586,288673524031,21.589773178100586
2020-03-10,22.482114791870117,21.530895233154297,21.645532608032227,22.284282684326172,243304869694,22.284282684326172
2020-03-11,22.389318466186523,21.103191375732422,22.290346145629883,21.751724243164062,222660868262,21.751724243164062
2020-03-12,21.878116607666016,14.609464645385742,21.76313591003418,14.609464645385742,371208697479,14.609464645385742
2020-03-13,17.624143600463867,12.088895797729492,14.702509880065918,17.199670791625977,557000778009,17.199670791625977
2020-03-14,17.273414611816406,15.724493026733398,17.187536239624023,15.897977828979492,249378118739,15.897977828979492
2020-03-15,17.327220916748047,15.772248268127441,15.89804744720459,16.426799774169922,234587957583,16.426799774169922
2020-03-16,16.424957275390625,14.086852073669434,16.424957275390625,14.978408813476562,281012930082,14.978408813476562
2020-03-17,16.116247177124023,14.969767570495605,14.969767570495605,15.521017074584961,229231887286,15.521017074584961
2020-03-18,15.740299224853516,15.20273208618164,15.536975860595703,15.506940841674805,212894822599,15.506940841674805
2020-03-19,18.89826774597168,15.510120391845703,15.513331413269043,18.372650146484375,288390297335,18.372650146484375
2020-03-20,19.110666275024414,16.583730697631836,18.37885093688965,17.41224479675293,327056490915,17.41224479675293
2020-03-21,17.8201847076416,17.05461883544922,17.39515495300293,17.5577392578125,229556944330,17.5577392578125
2020-03-22,17.882566452026367,16.544387817382812,17.55132293701172,16.58970832824707,205969644916,16.58970832824707
2020-03-23,17.5519962310791,16.48926544189453,16.558244705200195,17.44907569885254,234706499685,17.44907569885254
2020-03-24,18.20189666748047,17.294254302978516,17.466312408447266,18.033639907836914,239624066102,18.033639907836914
2020-03-25,18.246015548706055,17.670541763305664,18.037500381469727,17.919879913330078,232412961203,17.919879913330078
2020-03-26,19.229528427124023,17.714588165283203,17.925071716308594,19.099430084228516,244020716036,19.099430084228516
2020-03-27,20.113704681396484,18.573856353759766,19.097694396972656,19.014127731323242,307483033264,19.014127731323242
2020-03-28,19.368093490600586,18.082332611083984,18.985727310180664,18.96961212158203,290283412821,18.96961212158203
2020-03-29,19.000123977661133,17.59843635559082,18.958541870117188,17.596317291259766,214396739992,17.596317291259766
2020-03-30,18.79763412475586,17.559545516967773,17.589067459106445,18.601625442504883,230271279253,18.601625442504883
2020-03-31,19.16959571838379,18.579235076904297,18.597692489624023,18.76833724975586,225983800163,18.76833724975586
2020-04-01,18.805721282958984,18.128705978393555,18.741628646850586,18.805721282958984,220223568369,18.805721282958984
2020-04-02,19.791994094848633,18.713844299316406,18.790424346923828,19.292186737060547,254073372577,19.292186737060547
2020-04-03,19.820510864257812,19.18463706970215,19.30609703063965,19.45941925048828,228445775880,19.45941925048828
2020-04-04,19.76659393310547,19.333486557006836,19.475099563598633,19.705049514770508,194502775917,19.705049514770508
2020-04-05,19.73365592956543,19.22199058532715,19.708498001098633,19.49988555908203,180533469363,19.49988555908203
2020-04-06,21.37729263305664,19.530336380004883,19.52399253845215,21.33534812927246,276077712714,21.33534812927246
2020-04-07,22.234453201293945,20.782569885253906,21.35495948791504,20.87261199951172,285355040439,20.87261199951172
2020-04-08,21.923526763916016,20.775062561035156,20.877368927001953,21.877443313598633,227743818856,21.877443313598633
2020-04-09,21.95049285888672,21.338390350341797,21.888795852661133,21.522594451904297,203942362648,21.522594451904297
2020-04-10,21.567453384399414,19.912960052490234,21.51165771484375,20.310794830322266,228096793626,20.310794830322266
2020-04-11,20.84493064880371,20.164443969726562,20.309404373168945,20.375730514526367,200165533250,20.375730514526367
2020-04-12,21.00248146057129,20.327341079711914,20.393653869628906,20.60100555419922,226218307161,20.60100555419922
2020-04-13,20.64414405822754,19.64440155029297,20.64414405822754,20.204113006591797,242525913147,20.204113006591797
2020-04-14,20.343217849731445,19.75249481201172,20.212295532226562,19.851171493530273,202403492550,19.851171493530273
2020-04-15,20.27490234375,19.469892501831055,19.85381507873535,19.508390426635742,211338992694,19.508390426635742
2020-04-16,20.651233673095703,19.10639190673828,19.50673484802246,20.522382736206055,281785117017,20.522382736206055
2020-04-17,20.6550235748291,20.212730407714844,20.538328170776367,20.46094512939453,203081029034,20.46094512939453
2020-04-18,21.013504028320312,20.419885635375977,20.42967414855957,20.967073440551758,206336038846,20.967073440551758
