Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,152.42787170410156,142.15301513671875,145.12477111816406,146.97000122070312,4634174665,146.97000122070312
2020-01-01,149.3488006591797,144.07171630859375,146.86856079101562,148.94732666015625,3874479625,148.94732666015625
2020-01-02,149.85340881347656,134.0775604248047,148.98797607421875,134.73736572265625,4090465337,134.73736572265625
2020-01-03,141.41981506347656,133.78768920898438,134.6277618408203,138.60202026367188,4726058149,138.60202026367188
2020-01-04,140.5127716064453,132.93673706054688,138.6226806640625,136.40951538085938,4124480741,136.40951538085938
2020-01-05,140.48358154296875,134.9684600830078,136.42648315429688,136.43896484375,3955187599,136.43896484375
2020-01-06,144.96572875976562,136.3564453125,136.40933227539062,141.53814697265625,4671557985,141.53814697265625
2020-01-07,144.68017578125,136.79605102539062,141.6317901611328,140.29002380371094,5309869701,140.29002380371094
2020-01-08,151.82772827148438,137.79954528808594,140.2933807373047,145.412109375,5389837658,145.412109375
2020-01-09,149.6410369873047,139.5795440673828,145.23025512695312,141.25624084472656,5220896001,141.25624084472656
2020-01-10,146.0484161376953,138.18862915039062,140.92245483398438,142.99954223632812,4585207316,142.99954223632812
2020-01-11,147.56942749023438,141.7946014404297,143.06094360351562,142.9148712158203,4281016518,142.9148712158203
2020-01-12,144.68771362304688,141.9791717529297,143.0603790283203,143.62777709960938,3340939630,143.62777709960938
2020-01-13,143.57269287109375,139.19058227539062,143.5481719970703,140.72366333007812,4055097258,140.72366333007812
2020-01-14,149.1910858154297,140.12950134277344,140.69656372070312,146.3511962890625,5830598029,146.3511962890625
2020-01-15,154.43402099609375,142.74778747558594,146.001220703125,147.54885864257812,6521958604,147.54885864257812
2020-01-16,167.31825256347656,142.781982421875,147.6736602783203,164.6425018310547,7416225269,164.6425018310547
2020-01-17,168.81581115722656,158.03366088867188,163.89566040039062,162.47276306152344,6998229398,162.47276306152344
2020-01-18,169.2602996826172,156.60653686523438,162.37844848632812,163.96372985839844,5467617380,163.96372985839844
2020-01-19,167.46095275878906,150.79888916015625,164.15533447265625,156.6776123046875,5097649295,156.6776123046875
2020-01-20,175.1687774658203,154.85272216796875,156.58389282226562,174.97872924804688,6635515445,174.97872924804688
2020-01-21,177.40672302246094,165.0930633544922,175.26318359375,168.6940155029297,5670051139,168.6940155029297
2020-01-22,179.9066162109375,168.01963806152344,168.7202606201172,174.65342712402344,5162972737,174.65342712402344
2020-01-23,177.86544799804688,164.07281494140625,174.6533660888672,170.1745147705078,7159396607,170.1745147705078
2020-01-24,171.63433837890625,164.3554229736328,170.46202087402344,165.80682373046875,5308207847,165.80682373046875
2020-01-25,165.78225708007812,160.52499389648438,165.77688598632812,163.45957946777344,4816720771,163.45957946777344
2020-01-26,166.49179077148438,160.65074157714844,163.38645935058594,165.68055725097656,4718166781,165.68055725097656
2020-01-27,167.91213989257812,162.9682159423828,165.77708435058594,166.2262420654297,4850010426,166.2262420654297
2020-01-28,171.43270874023438,163.91844177246094,166.2169952392578,169.17349243164062,5142766887,169.17349243164062
2020-01-29,182.79214477539062,168.57398986816406,169.2105712890625,170.804443359375,5598274201,170.804443359375
2020-01-30,185.1602020263672,170.02670288085938,170.8173370361328,182.6881103515625,5941341969,182.6881103515625
